id,의사소통능력,문제해결능력,대인관계능력,자기개발능력,열정및의지력,수학지식,통계학지식,머신러닝지식,딥러닝지식,데이터처리능력,데이터분석능력,데이터시각화능력,알고리즘구현능력,인공지능모델링능력,해결하고싶은과제점수,result
221,0.0,70.0,80.0,90.0,60.0,80.0,100.0,40.0,0.0,0.0,90.0,0.0,30.0,0.0,70,0
222,0.0,60.0,70.0,80.0,90.0,60.0,80.0,0.0,0.0,0.0,90.0,50.0,40.0,0.0,80,0
223,0.0,70.0,60.0,90.0,80.0,70.0,90.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50,0
224,50.0,70.0,0.0,90.0,80.0,0.0,70.0,85.0,90.0,60.0,80.0,0.0,0.0,0.0,65,0
225,0.0,60.0,70.0,90.0,80.0,50.0,0.0,0.0,0.0,70.0,0.0,0.0,40.0,0.0,15,0
226,80.0,70.0,90.0,60.0,0.0,60.0,80.0,40.0,0.0,70.0,90.0,50.0,0.0,0.0,83,0
227,0.0,60.0,80.0,90.0,70.0,60.0,80.0,0.0,0.0,70.0,90.0,0.0,50.0,0.0,25,0
228,0.0,70.0,60.0,90.0,80.0,0.0,70.0,0.0,0.0,80.0,60.0,0.0,50.0,0.0,25,0
229,0.0,80.0,70.0,90.0,60.0,80.0,90.0,0.0,0.0,50.0,70.0,0.0,0.0,0.0,65,0
230,80.0,0.0,90.0,60.0,70.0,50.0,0.0,60.0,70.0,0.0,80.0,0.0,0.0,0.0,83,0
231,50.0,0.0,70.0,90.0,60.0,70.0,90.0,0.0,0.0,50.0,100.0,60.0,0.0,0.0,30,0
232,0.0,70.0,80.0,90.0,60.0,90.0,80.0,60.0,70.0,0.0,100.0,50.0,0.0,40.0,50,1
233,0.0,80.0,70.0,60.0,90.0,70.0,0.0,0.0,0.0,50.0,80.0,40.0,60.0,0.0,85,0
234,0.0,60.0,50.0,90.0,80.0,0.0,0.0,70.0,80.0,60.0,90.0,0.0,0.0,50.0,60,0
235,0.0,60.0,80.0,90.0,70.0,60.0,80.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,40,0
236,0.0,60.0,80.0,70.0,50.0,70.0,90.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,25,0
237,0.0,70.0,80.0,90.0,60.0,50.0,80.0,0.0,0.0,0.0,90.0,70.0,0.0,0.0,83,0
238,0.0,60.0,70.0,90.0,80.0,90.0,100.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,65,0
239,50.0,70.0,80.0,90.0,60.0,0.0,80.0,70.0,0.0,60.0,90.0,0.0,0.0,50.0,15,0
240,50.0,60.0,70.0,90.0,80.0,70.0,60.0,40.0,50.0,0.0,80.0,0.0,0.0,0.0,10,0
241,0.0,70.0,90.0,60.0,80.0,0.0,70.0,0.0,0.0,0.0,80.0,0.0,50.0,60.0,15,0
242,0.0,70.0,80.0,90.0,60.0,0.0,90.0,0.0,0.0,0.0,70.0,0.0,60.0,0.0,75,0
243,50.0,80.0,70.0,60.0,0.0,0.0,80.0,0.0,0.0,70.0,90.0,0.0,0.0,0.0,85,0
244,50.0,80.0,90.0,70.0,60.0,0.0,80.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,78,0
245,0.0,60.0,70.0,90.0,80.0,80.0,100.0,0.0,0.0,0.0,90.0,70.0,50.0,0.0,78,0
246,0.0,70.0,90.0,60.0,80.0,0.0,70.0,60.0,60.0,50.0,80.0,0.0,40.0,0.0,50,0
247,40.0,80.0,35.0,90.0,70.0,70.0,80.0,40.0,0.0,60.0,90.0,0.0,50.0,0.0,50,0
248,0.0,80.0,60.0,90.0,70.0,0.0,80.0,90.0,0.0,60.0,70.0,40.0,50.0,0.0,80,0
249,0.0,70.0,60.0,90.0,50.0,90.0,100.0,0.0,0.0,50.0,40.0,0.0,0.0,0.0,83,0
250,90.0,80.0,60.0,70.0,50.0,70.0,80.0,60.0,40.0,50.0,90.0,40.0,0.0,0.0,83,1
251,60.0,0.0,90.0,80.0,70.0,40.0,80.0,60.0,0.0,0.0,90.0,50.0,0.0,0.0,65,1
252,0.0,70.0,80.0,60.0,90.0,70.0,80.0,60.0,0.0,0.0,90.0,50.0,0.0,0.0,70,1
253,0.0,60.0,70.0,80.0,90.0,0.0,70.0,60.0,0.0,0.0,80.0,0.0,50.0,0.0,15,0
254,50.0,90.0,0.0,70.0,80.0,50.0,80.0,40.0,70.0,40.0,90.0,60.0,0.0,0.0,83,0
255,0.0,60.0,50.0,80.0,70.0,70.0,80.0,40.0,0.0,0.0,50.0,0.0,30.0,0.0,25,0
256,60.0,90.0,70.0,80.0,0.0,60.0,100.0,90.0,70.0,80.0,100.0,50.0,0.0,40.0,78,0
257,50.0,70.0,60.0,90.0,80.0,80.0,90.0,70.0,40.0,50.0,100.0,60.0,0.0,0.0,40,0
258,0.0,60.0,70.0,90.0,80.0,70.0,80.0,50.0,0.0,60.0,90.0,40.0,35.0,0.0,50,0
259,50.0,80.0,40.0,90.0,70.0,60.0,80.0,70.0,0.0,0.0,90.0,0.0,0.0,0.0,78,0
260,0.0,70.0,60.0,90.0,80.0,70.0,80.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,30,0
261,0.0,70.0,60.0,90.0,80.0,70.0,80.0,60.0,0.0,0.0,90.0,0.0,40.0,50.0,50,0
262,60.0,80.0,90.0,70.0,50.0,60.0,80.0,40.0,70.0,90.0,50.0,0.0,0.0,0.0,40,0
263,0.0,80.0,70.0,60.0,90.0,80.0,90.0,0.0,0.0,0.0,50.0,0.0,40.0,0.0,65,0
264,60.0,90.0,80.0,70.0,50.0,70.0,100.0,0.0,0.0,50.0,90.0,0.0,40.0,0.0,85,0
265,0.0,90.0,70.0,80.0,60.0,0.0,100.0,70.0,0.0,0.0,90.0,0.0,0.0,0.0,75,0
266,70.0,90.0,60.0,80.0,50.0,60.0,100.0,0.0,80.0,70.0,90.0,50.0,40.0,0.0,78,1
267,70.0,80.0,90.0,60.0,50.0,0.0,90.0,0.0,0.0,50.0,70.0,0.0,0.0,0.0,83,1
268,50.0,60.0,70.0,80.0,0.0,0.0,70.0,0.0,0.0,60.0,80.0,50.0,0.0,0.0,65,0
269,50.0,60.0,70.0,90.0,80.0,70.0,80.0,50.0,0.0,40.0,90.0,60.0,0.0,0.0,50,1
270,0.0,50.0,60.0,90.0,80.0,70.0,80.0,0.0,0.0,0.0,90.0,60.0,50.0,0.0,40,0
271,50.0,70.0,40.0,80.0,60.0,60.0,90.0,0.0,0.0,0.0,70.0,80.0,0.0,0.0,65,0
272,0.0,60.0,70.0,90.0,80.0,0.0,70.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0
273,80.0,0.0,90.0,60.0,70.0,60.0,70.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,50,0
274,50.0,0.0,70.0,80.0,60.0,50.0,90.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,40,0
275,0.0,90.0,60.0,70.0,80.0,0.0,50.0,90.0,70.0,60.0,80.0,30.0,40.0,50.0,25,0
276,0.0,60.0,70.0,90.0,80.0,80.0,100.0,90.0,0.0,0.0,70.0,50.0,0.0,0.0,78,0
277,0.0,70.0,60.0,90.0,80.0,0.0,80.0,0.0,0.0,60.0,90.0,70.0,0.0,0.0,65,0
278,0.0,70.0,60.0,90.0,80.0,0.0,100.0,0.0,0.0,50.0,90.0,0.0,0.0,0.0,75,0
279,0.0,70.0,60.0,90.0,80.0,0.0,60.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,35,0
280,0.0,60.0,80.0,90.0,70.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,50.0,0.0,65,0
281,60.0,50.0,0.0,90.0,80.0,80.0,70.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,85,0
282,0.0,50.0,70.0,80.0,60.0,0.0,60.0,80.0,80.0,0.0,70.0,0.0,50.0,0.0,0,0
283,0.0,0.0,70.0,90.0,60.0,0.0,0.0,70.0,30.0,60.0,90.0,80.0,0.0,0.0,50,0
284,0.0,70.0,50.0,90.0,80.0,90.0,100.0,0.0,40.0,0.0,80.0,70.0,0.0,0.0,83,1
285,0.0,60.0,50.0,80.0,70.0,0.0,70.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,50,0
286,0.0,70.0,80.0,60.0,90.0,80.0,100.0,0.0,70.0,60.0,90.0,50.0,0.0,0.0,45,1
287,50.0,70.0,60.0,90.0,80.0,0.0,80.0,90.0,0.0,70.0,60.0,0.0,0.0,50.0,78,0
288,0.0,60.0,80.0,70.0,90.0,70.0,80.0,0.0,0.0,60.0,90.0,0.0,50.0,0.0,70,0
289,50.0,60.0,70.0,90.0,80.0,50.0,90.0,0.0,70.0,60.0,100.0,0.0,0.0,0.0,83,0
290,0.0,80.0,70.0,90.0,60.0,0.0,70.0,60.0,80.0,50.0,90.0,0.0,40.0,0.0,75,1
291,0.0,50.0,40.0,80.0,70.0,80.0,0.0,0.0,0.0,50.0,90.0,70.0,60.0,0.0,55,0
292,0.0,60.0,70.0,90.0,80.0,60.0,40.0,80.0,70.0,0.0,50.0,0.0,0.0,0.0,15,0
293,50.0,70.0,60.0,90.0,80.0,0.0,90.0,0.0,0.0,70.0,100.0,50.0,0.0,0.0,83,0
294,60.0,80.0,70.0,90.0,50.0,70.0,80.0,0.0,0.0,60.0,90.0,0.0,0.0,50.0,83,0
295,60.0,70.0,80.0,90.0,100.0,50.0,80.0,50.0,0.0,70.0,90.0,40.0,60.0,0.0,78,1
296,0.0,70.0,80.0,90.0,60.0,0.0,80.0,50.0,0.0,70.0,90.0,40.0,0.0,0.0,85,0
297,60.0,80.0,50.0,90.0,70.0,70.0,80.0,50.0,0.0,40.0,90.0,0.0,0.0,0.0,85,0
298,60.0,80.0,50.0,90.0,70.0,40.0,80.0,50.0,60.0,70.0,90.0,0.0,0.0,40.0,85,0
299,60.0,75.0,0.0,85.0,50.0,60.0,80.0,70.0,0.0,50.0,90.0,0.0,40.0,0.0,73,0
300,0.0,60.0,70.0,90.0,80.0,0.0,70.0,90.0,0.0,60.0,80.0,0.0,0.0,0.0,85,0
301,0.0,70.0,60.0,90.0,80.0,70.0,90.0,0.0,0.0,0.0,50.0,0.0,60.0,0.0,80,0
302,0.0,50.0,60.0,80.0,70.0,70.0,60.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,20,0
303,50.0,70.0,80.0,90.0,60.0,60.0,100.0,70.0,0.0,50.0,90.0,40.0,0.0,0.0,40,1
304,0.0,60.0,50.0,90.0,80.0,0.0,80.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10,0
305,70.0,90.0,0.0,80.0,60.0,60.0,70.0,0.0,0.0,80.0,50.0,0.0,0.0,0.0,83,0
306,70.0,80.0,50.0,90.0,60.0,70.0,90.0,80.0,100.0,60.0,50.0,0.0,0.0,0.0,15,0
307,0.0,70.0,60.0,90.0,80.0,70.0,80.0,90.0,0.0,0.0,60.0,0.0,0.0,0.0,73,0
308,50.0,70.0,80.0,90.0,60.0,60.0,70.0,0.0,50.0,40.0,80.0,0.0,0.0,0.0,83,1
309,50.0,70.0,60.0,90.0,80.0,50.0,80.0,0.0,0.0,0.0,90.0,70.0,0.0,0.0,15,0
310,0.0,40.0,50.0,80.0,90.0,80.0,0.0,40.0,50.0,0.0,0.0,0.0,0.0,0.0,15,0
311,40.0,70.0,0.0,90.0,80.0,80.0,90.0,0.0,0.0,50.0,70.0,0.0,60.0,0.0,45,0
312,0.0,60.0,80.0,90.0,70.0,60.0,80.0,0.0,70.0,50.0,90.0,0.0,0.0,0.0,83,0
313,50.0,0.0,70.0,60.0,80.0,80.0,90.0,0.0,0.0,40.0,70.0,0.0,0.0,0.0,0,0
314,0.0,80.0,60.0,90.0,70.0,0.0,70.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,83,0
315,50.0,70.0,60.0,90.0,80.0,0.0,90.0,60.0,40.0,80.0,70.0,0.0,0.0,0.0,83,0
316,0.0,60.0,70.0,80.0,50.0,0.0,70.0,50.0,0.0,0.0,80.0,0.0,0.0,0.0,83,0
317,60.0,70.0,80.0,90.0,50.0,0.0,90.0,0.0,0.0,80.0,100.0,70.0,0.0,60.0,78,0
318,50.0,80.0,70.0,90.0,60.0,0.0,80.0,40.0,0.0,70.0,90.0,0.0,0.0,0.0,83,0
319,0.0,80.0,70.0,90.0,60.0,60.0,80.0,70.0,90.0,40.0,50.0,0.0,40.0,0.0,70,0
320,50.0,60.0,0.0,90.0,80.0,50.0,80.0,0.0,0.0,60.0,90.0,0.0,0.0,70.0,45,0
321,0.0,70.0,40.0,80.0,90.0,70.0,80.0,60.0,0.0,50.0,90.0,0.0,40.0,0.0,15,0
322,0.0,70.0,60.0,80.0,90.0,40.0,90.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,65,0
323,0.0,80.0,60.0,70.0,0.0,80.0,90.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,85,0
324,50.0,80.0,60.0,90.0,70.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,65,0
325,60.0,0.0,80.0,90.0,70.0,60.0,80.0,70.0,90.0,0.0,0.0,0.0,0.0,0.0,65,0
326,0.0,60.0,90.0,70.0,80.0,0.0,90.0,50.0,50.0,0.0,70.0,0.0,0.0,0.0,83,0
327,60.0,70.0,0.0,90.0,50.0,70.0,60.0,0.0,0.0,50.0,80.0,0.0,0.0,40.0,40,0
328,0.0,60.0,80.0,90.0,70.0,70.0,80.0,0.0,0.0,60.0,90.0,0.0,0.0,0.0,75,1
329,0.0,70.0,60.0,90.0,80.0,80.0,90.0,60.0,40.0,50.0,70.0,0.0,0.0,0.0,83,1
330,0.0,60.0,70.0,90.0,80.0,70.0,90.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,65,0
331,0.0,60.0,70.0,90.0,80.0,70.0,80.0,50.0,0.0,0.0,60.0,0.0,0.0,0.0,70,0
332,0.0,80.0,60.0,70.0,50.0,70.0,90.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,80,0
333,0.0,60.0,80.0,90.0,70.0,0.0,90.0,0.0,60.0,50.0,100.0,80.0,70.0,0.0,78,0
334,0.0,60.0,50.0,90.0,80.0,0.0,90.0,80.0,60.0,40.0,100.0,50.0,0.0,0.0,70,1
335,0.0,60.0,70.0,90.0,80.0,40.0,80.0,60.0,50.0,0.0,90.0,70.0,0.0,0.0,80,0
336,0.0,70.0,90.0,60.0,80.0,70.0,80.0,50.0,0.0,0.0,90.0,40.0,40.0,0.0,78,0
337,0.0,70.0,60.0,90.0,80.0,0.0,90.0,0.0,0.0,40.0,70.0,0.0,0.0,0.0,80,0
338,0.0,80.0,70.0,90.0,60.0,0.0,60.0,50.0,70.0,0.0,80.0,0.0,0.0,0.0,45,0
339,0.0,60.0,70.0,90.0,80.0,70.0,100.0,40.0,0.0,80.0,50.0,60.0,0.0,0.0,70,0
340,0.0,60.0,70.0,90.0,80.0,0.0,30.0,0.0,90.0,0.0,50.0,0.0,0.0,70.0,25,0
341,70.0,80.0,50.0,90.0,60.0,80.0,100.0,0.0,0.0,40.0,70.0,0.0,60.0,0.0,70,0
342,0.0,60.0,90.0,80.0,70.0,50.0,100.0,0.0,0.0,60.0,90.0,70.0,0.0,0.0,50,0
343,60.0,70.0,80.0,90.0,50.0,60.0,80.0,40.0,0.0,50.0,90.0,0.0,0.0,0.0,65,0
344,0.0,80.0,60.0,70.0,50.0,70.0,90.0,80.0,0.0,60.0,100.0,0.0,40.0,50.0,75,1
345,0.0,50.0,60.0,80.0,70.0,40.0,100.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,78,0
346,0.0,60.0,70.0,80.0,50.0,70.0,60.0,0.0,0.0,0.0,80.0,50.0,0.0,0.0,65,0
347,0.0,70.0,60.0,90.0,80.0,50.0,100.0,80.0,0.0,70.0,100.0,90.0,0.0,60.0,85,1
348,40.0,60.0,70.0,80.0,50.0,90.0,100.0,0.0,0.0,60.0,80.0,0.0,70.0,0.0,45,1
349,50.0,80.0,40.0,90.0,70.0,70.0,80.0,60.0,90.0,0.0,50.0,0.0,0.0,0.0,70,0
350,70.0,60.0,50.0,90.0,80.0,40.0,70.0,80.0,50.0,60.0,90.0,0.0,0.0,0.0,83,1
351,0.0,80.0,60.0,90.0,70.0,50.0,90.0,70.0,40.0,80.0,100.0,60.0,0.0,30.0,30,0
352,40.0,70.0,0.0,90.0,60.0,60.0,70.0,50.0,0.0,80.0,40.0,0.0,0.0,0.0,15,0
353,60.0,80.0,0.0,90.0,70.0,50.0,70.0,80.0,0.0,0.0,60.0,0.0,40.0,0.0,83,0
354,50.0,60.0,70.0,90.0,80.0,0.0,80.0,0.0,0.0,60.0,90.0,70.0,0.0,0.0,15,0
355,0.0,90.0,70.0,80.0,60.0,0.0,80.0,50.0,50.0,70.0,90.0,0.0,0.0,0.0,40,0
356,60.0,80.0,50.0,90.0,70.0,60.0,80.0,70.0,0.0,0.0,90.0,0.0,0.0,0.0,73,0
357,0.0,70.0,60.0,90.0,80.0,60.0,80.0,40.0,0.0,0.0,90.0,0.0,0.0,0.0,40,0
358,0.0,60.0,70.0,90.0,80.0,60.0,85.0,50.0,30.0,0.0,90.0,70.0,40.0,0.0,65,0
359,40.0,0.0,70.0,80.0,60.0,60.0,70.0,0.0,0.0,0.0,80.0,50.0,0.0,0.0,0,0
360,40.0,60.0,0.0,90.0,80.0,0.0,70.0,50.0,0.0,60.0,90.0,80.0,0.0,40.0,78,1
361,60.0,80.0,90.0,70.0,50.0,80.0,60.0,50.0,90.0,40.0,70.0,0.0,0.0,0.0,50,0
362,80.0,60.0,50.0,70.0,0.0,0.0,70.0,0.0,40.0,0.0,80.0,0.0,0.0,0.0,40,0
363,50.0,80.0,60.0,90.0,70.0,50.0,90.0,0.0,70.0,40.0,100.0,60.0,0.0,0.0,65,1
364,0.0,60.0,90.0,80.0,70.0,70.0,60.0,80.0,0.0,0.0,90.0,0.0,50.0,0.0,80,0
365,70.0,50.0,80.0,90.0,60.0,70.0,80.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,60,0
366,60.0,50.0,80.0,90.0,70.0,50.0,80.0,40.0,30.0,60.0,90.0,70.0,0.0,0.0,65,1
367,0.0,60.0,0.0,90.0,80.0,30.0,60.0,0.0,0.0,50.0,90.0,0.0,70.0,0.0,0,0
368,0.0,70.0,80.0,90.0,60.0,70.0,80.0,60.0,50.0,30.0,90.0,40.0,40.0,0.0,80,1
369,40.0,80.0,0.0,90.0,70.0,0.0,60.0,70.0,40.0,50.0,90.0,80.0,0.0,0.0,83,0
370,40.0,70.0,0.0,90.0,80.0,60.0,80.0,0.0,50.0,70.0,90.0,40.0,0.0,40.0,40,0
371,0.0,70.0,50.0,90.0,80.0,0.0,80.0,0.0,50.0,40.0,90.0,70.0,0.0,0.0,83,0
372,0.0,60.0,50.0,80.0,100.0,0.0,50.0,70.0,70.0,0.0,0.0,0.0,60.0,0.0,50,0
373,40.0,60.0,0.0,80.0,90.0,70.0,80.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,83,0
374,60.0,80.0,0.0,70.0,90.0,60.0,70.0,90.0,80.0,0.0,0.0,0.0,0.0,0.0,0,0
375,60.0,80.0,50.0,90.0,70.0,0.0,100.0,80.0,60.0,90.0,100.0,50.0,0.0,0.0,80,1
376,0.0,70.0,80.0,90.0,60.0,70.0,60.0,0.0,0.0,90.0,80.0,0.0,0.0,0.0,15,0
377,70.0,50.0,60.0,80.0,90.0,70.0,80.0,50.0,0.0,0.0,90.0,0.0,60.0,0.0,45,0
378,0.0,70.0,75.0,85.0,80.0,40.0,80.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0,0
379,0.0,60.0,70.0,80.0,50.0,70.0,100.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,65,0
380,50.0,60.0,70.0,90.0,80.0,70.0,90.0,0.0,0.0,60.0,100.0,80.0,0.0,0.0,40,0
381,0.0,80.0,50.0,90.0,70.0,80.0,90.0,50.0,60.0,0.0,100.0,70.0,40.0,0.0,65,1
382,0.0,60.0,70.0,90.0,80.0,40.0,60.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0
383,60.0,80.0,50.0,90.0,70.0,40.0,80.0,50.0,30.0,0.0,90.0,70.0,0.0,0.0,83,0
384,50.0,60.0,70.0,90.0,80.0,70.0,80.0,0.0,0.0,60.0,90.0,50.0,40.0,0.0,45,0
385,0.0,70.0,60.0,90.0,80.0,50.0,80.0,0.0,0.0,40.0,90.0,0.0,0.0,0.0,40,0
386,0.0,70.0,60.0,90.0,80.0,80.0,90.0,40.0,40.0,0.0,70.0,0.0,0.0,0.0,83,0
387,60.0,0.0,70.0,80.0,50.0,0.0,80.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0,0
388,60.0,70.0,80.0,90.0,0.0,80.0,100.0,0.0,0.0,0.0,50.0,0.0,40.0,0.0,50,0
389,80.0,70.0,60.0,90.0,50.0,80.0,90.0,60.0,60.0,0.0,70.0,0.0,50.0,40.0,83,0
390,0.0,0.0,50.0,70.0,90.0,0.0,70.0,60.0,40.0,0.0,80.0,0.0,0.0,0.0,50,0
391,80.0,70.0,90.0,60.0,50.0,70.0,90.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,10,0
392,0.0,0.0,40.0,70.0,90.0,0.0,70.0,0.0,0.0,40.0,80.0,0.0,0.0,0.0,15,0
393,0.0,70.0,60.0,90.0,80.0,40.0,80.0,0.0,60.0,40.0,90.0,50.0,0.0,0.0,73,1
394,60.0,70.0,50.0,90.0,80.0,80.0,90.0,50.0,0.0,40.0,100.0,70.0,60.0,0.0,75,0
395,0.0,70.0,80.0,90.0,60.0,50.0,90.0,70.0,100.0,30.0,80.0,40.0,60.0,40.0,83,0
396,0.0,90.0,70.0,80.0,60.0,60.0,90.0,0.0,0.0,0.0,80.0,70.0,0.0,0.0,78,0
397,0.0,70.0,50.0,90.0,80.0,0.0,60.0,0.0,0.0,50.0,90.0,80.0,0.0,0.0,65,0
398,60.0,70.0,50.0,90.0,80.0,70.0,60.0,80.0,0.0,50.0,0.0,0.0,40.0,0.0,60,0
399,0.0,50.0,60.0,90.0,80.0,70.0,80.0,0.0,0.0,60.0,90.0,50.0,0.0,0.0,83,0
400,0.0,80.0,70.0,90.0,60.0,80.0,90.0,0.0,0.0,0.0,100.0,70.0,0.0,60.0,80,0
401,0.0,70.0,60.0,90.0,80.0,60.0,70.0,100.0,90.0,50.0,80.0,40.0,0.0,0.0,65,1
402,0.0,60.0,70.0,90.0,80.0,60.0,100.0,90.0,70.0,80.0,100.0,0.0,0.0,50.0,65,1
403,60.0,50.0,80.0,90.0,70.0,0.0,80.0,70.0,60.0,50.0,90.0,0.0,0.0,40.0,40,1
404,0.0,70.0,90.0,80.0,60.0,70.0,100.0,80.0,60.0,0.0,90.0,0.0,0.0,50.0,75,0
405,0.0,60.0,70.0,90.0,80.0,80.0,90.0,70.0,30.0,60.0,100.0,50.0,40.0,0.0,85,1
406,0.0,70.0,60.0,90.0,80.0,80.0,100.0,30.0,0.0,50.0,90.0,0.0,0.0,0.0,83,1
407,50.0,80.0,70.0,90.0,60.0,70.0,100.0,80.0,0.0,50.0,100.0,0.0,60.0,0.0,83,1
408,60.0,80.0,90.0,70.0,50.0,60.0,90.0,80.0,40.0,50.0,100.0,0.0,0.0,40.0,50,1
409,50.0,60.0,70.0,90.0,80.0,50.0,80.0,70.0,0.0,60.0,90.0,40.0,0.0,0.0,80,1
410,0.0,70.0,50.0,90.0,60.0,40.0,60.0,40.0,80.0,50.0,70.0,0.0,0.0,0.0,15,0
411,0.0,70.0,80.0,90.0,60.0,50.0,90.0,60.0,80.0,70.0,100.0,0.0,0.0,40.0,60,1
412,0.0,60.0,70.0,90.0,80.0,70.0,60.0,80.0,40.0,50.0,90.0,0.0,0.0,0.0,83,1
413,0.0,70.0,80.0,90.0,60.0,70.0,85.0,60.0,50.0,40.0,90.0,0.0,0.0,0.0,40,0
414,50.0,80.0,60.0,90.0,70.0,80.0,90.0,40.0,60.0,70.0,100.0,50.0,0.0,0.0,83,1
415,0.0,60.0,70.0,90.0,80.0,0.0,80.0,0.0,0.0,70.0,90.0,0.0,50.0,0.0,85,1
416,0.0,60.0,70.0,90.0,80.0,60.0,80.0,70.0,30.0,50.0,90.0,0.0,0.0,0.0,75,1
417,0.0,60.0,80.0,90.0,70.0,75.0,85.0,80.0,0.0,70.0,90.0,0.0,0.0,0.0,83,1
418,50.0,80.0,70.0,90.0,60.0,70.0,85.0,60.0,0.0,0.0,90.0,50.0,40.0,0.0,75,1
419,60.0,70.0,90.0,50.0,80.0,70.0,80.0,40.0,0.0,60.0,90.0,0.0,50.0,0.0,83,1
420,50.0,80.0,60.0,90.0,100.0,0.0,80.0,40.0,0.0,0.0,90.0,0.0,0.0,0.0,65,1
421,80.0,90.0,70.0,60.0,50.0,0.0,70.0,80.0,50.0,0.0,60.0,0.0,40.0,0.0,85,1
422,0.0,70.0,90.0,60.0,80.0,0.0,90.0,70.0,60.0,50.0,100.0,80.0,40.0,0.0,50,1
423,0.0,80.0,70.0,90.0,60.0,60.0,70.0,0.0,0.0,40.0,90.0,0.0,50.0,0.0,25,0
424,60.0,80.0,50.0,90.0,70.0,40.0,85.0,90.0,70.0,60.0,80.0,50.0,0.0,35.0,78,1
425,0.0,70.0,50.0,90.0,80.0,50.0,85.0,0.0,60.0,70.0,90.0,40.0,0.0,0.0,78,1
426,0.0,60.0,80.0,90.0,70.0,70.0,80.0,50.0,90.0,0.0,60.0,0.0,0.0,40.0,78,1
427,60.0,70.0,80.0,85.0,0.0,70.0,40.0,0.0,0.0,50.0,80.0,0.0,0.0,0.0,50,0
428,0.0,50.0,60.0,90.0,80.0,60.0,80.0,0.0,0.0,70.0,90.0,0.0,40.0,0.0,73,0
429,0.0,50.0,60.0,90.0,80.0,80.0,90.0,0.0,0.0,40.0,100.0,70.0,50.0,0.0,85,1
430,80.0,60.0,90.0,70.0,50.0,60.0,80.0,70.0,100.0,0.0,90.0,50.0,0.0,0.0,80,1
431,0.0,70.0,60.0,90.0,50.0,0.0,80.0,50.0,60.0,70.0,90.0,40.0,0.0,0.0,78,1
432,0.0,60.0,80.0,70.0,50.0,0.0,70.0,0.0,0.0,80.0,50.0,0.0,60.0,0.0,65,0
433,60.0,0.0,90.0,70.0,80.0,70.0,80.0,60.0,0.0,0.0,90.0,0.0,0.0,0.0,80,0
434,0.0,60.0,50.0,90.0,80.0,70.0,80.0,0.0,0.0,50.0,90.0,0.0,40.0,60.0,65,1
435,50.0,60.0,70.0,90.0,80.0,40.0,90.0,70.0,0.0,80.0,100.0,60.0,0.0,50.0,80,0
436,80.0,50.0,70.0,60.0,40.0,70.0,90.0,40.0,0.0,0.0,100.0,80.0,0.0,0.0,80,0
437,0.0,60.0,70.0,90.0,80.0,0.0,80.0,40.0,0.0,70.0,90.0,0.0,0.0,0.0,45,0
438,60.0,50.0,80.0,90.0,70.0,0.0,70.0,0.0,0.0,0.0,80.0,50.0,60.0,0.0,78,0
439,40.0,60.0,0.0,90.0,80.0,60.0,70.0,0.0,40.0,0.0,80.0,0.0,0.0,0.0,65,0
440,0.0,60.0,70.0,90.0,80.0,70.0,80.0,0.0,0.0,0.0,90.0,60.0,0.0,0.0,78,0
441,0.0,70.0,60.0,80.0,50.0,0.0,80.0,70.0,0.0,60.0,90.0,0.0,0.0,0.0,50,0
442,60.0,70.0,80.0,90.0,50.0,60.0,80.0,0.0,0.0,50.0,90.0,0.0,0.0,0.0,50,0
443,0.0,70.0,60.0,90.0,80.0,60.0,80.0,0.0,0.0,70.0,90.0,40.0,30.0,0.0,50,0
